install_date,country_code,media_source,campaign_name,total_cohort_users,cohort_ad_spend,avg_cpi,ltv_d7,ltv_d30,roas_d7,roas_d30
2026-06-22,IN,unity_ads,SnakeGo_A_IN_CreativeTesting_170326,215,,,,,,
2026-06-22,TW,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,IN,(organic),(organic),58,,,,,,
2026-06-22,FR,google_ads,SnakeGo_A_Global_AdROAS_220126,8,,,,,,
2026-06-22,TR,google_ads,SnakeGo_A_Global_AdROAS_220126,12,,,,,,
2026-06-22,ID,google_ads,SnakeGo_A_Global_AdROAS_220126,4,,,,,,
2026-06-22,CL,google_ads,SnakeGo_A_Global_AdROAS_220126,4,,,,,,
2026-06-22,VE,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,AT,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,BR,organic,(organic),3,,,,,,
2026-06-22,JP,applovin,SnakeGo_A_Global_AdROASD7_120326,3,,,,,,
2026-06-22,MX,(organic),(organic),2,,,,,,
2026-06-22,KR,applovin,SnakeGo_A_Global_AdROASD7_120326,8,,,,,,
2026-06-22,BR,google_ads,SnakeGo_A_Global_AdROAS_220126,20,,,,,,
2026-06-22,BR,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,2,,,,,,
2026-06-22,US,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],2,,,,,,
2026-06-22,DE,google_ads,SnakeGo_A_Global_AdROAS_220126,9,,,,,,
2026-06-22,US,unity_ads,SnakeGo_A_US_AdROASD28_170626,2,,,,,,
2026-06-22,FR,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,IN,organic,(organic),3,,,,,,
2026-06-22,BO,organic,(organic),1,,,,,,
2026-06-22,US,(organic),(organic),1,,,,,,
2026-06-22,DO,(organic),(organic),1,,,,,,
2026-06-22,IT,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,KZ,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,NP,organic,(organic),1,,,,,,
2026-06-22,CO,(organic),(organic),1,,,,,,
2026-06-22,IR,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,NP,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,TW,(organic),(organic),1,,,,,,
2026-06-22,AR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,RU,organic,(organic),4,,,,,,
2026-06-22,FR,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,2,,,,,,
2026-06-22,IN,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],2,,,,,,
2026-06-22,TN,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,JP,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,3,,,,,,
2026-06-22,MX,organic,(organic),3,,,,,,
2026-06-22,DE,applovin,SnakeGo_A_Global_AdROASD7_120326,5,,,,,,
2026-06-22,PL,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,,,,,,
2026-06-22,LY,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,HU,(organic),(organic),2,,,,,,
2026-06-22,DZ,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,ID,organic,(organic),1,,,,,,
2026-06-22,MA,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,PK,(organic),(organic),2,,,,,,
2026-06-22,FR,unity_ads,SnakeGo_A_Tier1_AdROASD7_120326,1,,,,,,
2026-06-22,IT,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,MY,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,,,,,,
2026-06-22,HR,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,IN,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,NI,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,GR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,TH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,IT,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,2,,,,,,
2026-06-22,FR,(organic),(organic),1,,,,,,
2026-06-22,UA,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,BG,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,IQ,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,,,,,,
2026-06-22,HK,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,JP,(organic),(organic),1,,,,,,
2026-06-22,GY,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,ES,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,,,,,,
2026-06-22,KR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,US,organic,(organic),1,,,,,,
2026-06-22,CO,organic,(organic),1,,,,,,
2026-06-22,US,unity_ads,SnakeGo_A_US_AdROASD0_170626,8,,,,,,
2026-06-22,PH,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,3,,,,,,
2026-06-22,GB,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,UZ,organic,(organic),1,,,,,,
2026-06-22,EG,organic,(organic),1,,,,,,
2026-06-22,UA,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,IT,(organic),(organic),2,,,,,,
2026-06-22,CZ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,US,google_ads,SnakeGo_A_Global_AdROAS_220126,9,,,,,,
2026-06-22,UZ,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,MX,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,GB,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,BR,(organic),(organic),2,,,,,,
2026-06-22,SG,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,3,,,,,,
2026-06-22,CA,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,1,,,,,,
2026-06-22,LV,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,MX,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,,,,,,
2026-06-22,ES,organic,(organic),1,,,,,,
2026-06-22,ID,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,,,,,,
2026-06-22,JP,google_ads,SnakeGo_A_Global_AdROAS_220126,4,,,,,,
2026-06-22,LB,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,VN,organic,(organic),1,,,,,,
2026-06-22,VN,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,TH,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,,,,,,
2026-06-22,HU,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,FR,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,2,,,,,,
2026-06-22,EG,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,MX,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,3,,,,,,
2026-06-22,KZ,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,JP,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,,,,,,
2026-06-22,RO,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,IR,(organic),(organic),1,,,,,,
2026-06-22,KR,organic,(organic),1,,,,,,
2026-06-22,NL,(organic),(organic),1,,,,,,
2026-06-22,MK,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,IQ,(organic),(organic),2,,,,,,
2026-06-22,AZ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,RO,(organic),(organic),1,,,,,,
2026-06-22,KH,(organic),(organic),1,,,,,,
2026-06-22,SI,(organic),(organic),2,,,,,,
2026-06-22,HK,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,NP,(organic),(organic),1,,,,,,
2026-06-22,CO,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,,,,,,
2026-06-22,UY,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,ES,(organic),(organic),3,,,,,,
2026-06-22,PH,(organic),(organic),1,,,,,,
2026-06-22,IL,(organic),(organic),1,,,,,,
2026-06-22,XK,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,KG,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,MY,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,TW,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,TW,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,,,,,,
2026-06-22,KR,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,,,,,,
2026-06-22,EG,(organic),(organic),1,,,,,,
2026-06-22,MX,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,ES,google_ads,SnakeGo_A_Global_AdROAS_220126,5,,,,,,
2026-06-22,BY,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,KR,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,3,,,,,,
2026-06-22,CO,google_ads,SnakeGo_A_Global_AdROAS_220126,7,,,,,,
2026-06-22,CZ,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,2,,,,,,
2026-06-22,IQ,google_ads,SnakeGo_A_Global_AdROAS_220126,10,,,,,,
2026-06-22,US,applovin,SnakeGo_A_Global_AdROASD7_120326,7,,,,,,
2026-06-22,AR,(organic),(organic),2,,,,,,
2026-06-22,HN,(organic),(organic),2,,,,,,
2026-06-22,PF,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,ZA,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,MY,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,TR,applovin,SnakeGo_A_Global_AdROASD7_120326,4,,,,,,
2026-06-22,CR,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,PT,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,TR,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,3,,,,,,
2026-06-22,BE,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,CA,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,RU,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,10,,,,,,
2026-06-22,KZ,organic,(organic),1,,,,,,
2026-06-22,PH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,CH,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,2,,,,,,
2026-06-22,SA,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,TH,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,DK,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,,,,,,
2026-06-22,MD,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,GE,google_ads,SnakeGo_A_Global_AdROAS_220126,2,,,,,,
2026-06-22,EG,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,ID,applovin,SnakeGo_A_Global_AdROASD7_120326,2,,,,,,
2026-06-22,PS,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,TR,organic,(organic),2,,,,,,
2026-06-22,BO,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,VE,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,RU,(organic),(organic),1,,,,,,
2026-06-22,PL,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,ZA,organic,(organic),1,,,,,,
2026-06-22,JO,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,DE,organic,(organic),2,,,,,,
2026-06-22,AT,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,OM,google_ads,SnakeGo_A_Global_AdROAS_220126,1,,,,,,
2026-06-22,GB,organic,(organic),1,,,,,,
2026-06-22,AR,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,PK,organic,(organic),2,,,,,,
2026-06-22,ID,(organic),(organic),1,,,,,,
2026-06-22,PS,organic,(organic),1,,,,,,
2026-06-22,PE,organic,(organic),1,,,,,,
2026-06-22,EC,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,BD,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,,,,,,
2026-06-22,NI,organic,(organic),1,,,,,,
2026-06-22,VN,google_ads,SnakeGo_A_Global_AdROAS_220126,3,,,,,,
2026-06-22,ES,applovin,SnakeGo_A_Global_AdROASD7_120326,1,,,,,,
2026-06-22,PH,organic,(organic),1,,,,,,
2026-06-21,US,applovin,SnakeGo_A_Global_AdROASD7_120326,12,34.3,2.858,,,,
2026-06-21,US,google_ads,SnakeGo_A_Global_AdROAS_220126,10,20.26,2.0265,,,,
2026-06-21,US,unity_ads,SnakeGo_A_US_AdROASD0_170626,11,16.62,1.5107,,,,
2026-06-21,US,unity_ads,SnakeGo_A_US_AdROASD28_170626,3,11.89,3.9645,,,,
2026-06-21,IN,unity_ads,SnakeGo_A_IN_CreativeTesting_170326,200,9.29,0.0465,,,,
2026-06-21,PL,applovin,SnakeGo_A_Global_AdROASD7_120326,2,6.64,3.3217,,,,
2026-06-21,JP,applovin,SnakeGo_A_Global_AdROASD7_120326,4,6.6,1.6494,,,,
2026-06-21,NL,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,2,6.17,3.0873,,,,
2026-06-21,JP,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,6,5.52,0.9207,,,,
2026-06-21,CA,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,4.7,4.7024,,,,
2026-06-21,AT,applovin,SnakeGo_A_Global_AdROASD7_120326,3,4.04,1.3477,,,,
2026-06-21,KR,applovin,SnakeGo_A_Global_AdROASD7_120326,2,3.75,1.8769,,,,
2026-06-21,BR,google_ads,SnakeGo_A_Global_AdROAS_220126,22,3.59,0.1631,,,,
2026-06-21,RU,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,13,3.45,0.2653,,,,
2026-06-21,DE,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,2,3.34,1.6713,,,,
2026-06-21,DE,google_ads,SnakeGo_A_Global_AdROAS_220126,8,3.29,0.4107,,,,
2026-06-21,CH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,2.74,1.3718,,,,
2026-06-21,CA,google_ads,SnakeGo_A_Global_AdROAS_220126,3,2.53,0.8445,,,,
2026-06-21,IT,applovin,SnakeGo_A_Global_AdROASD7_120326,2,2.45,1.2274,,,,
2026-06-21,AU,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,2.45,2.4513,,,,
2026-06-21,TW,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,3,2.36,0.7864,,,,
2026-06-21,UA,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,2.14,2.1392,,,,
2026-06-21,KR,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,2,1.99,0.9963,,,,
2026-06-21,ES,google_ads,SnakeGo_A_Global_AdROAS_220126,3,1.7,0.566,,,,
2026-06-21,HK,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,1.55,1.5533,,,,
2026-06-21,PH,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,2,1.45,0.726,,,,
2026-06-21,PL,google_ads,SnakeGo_A_Global_AdROAS_220126,1,1.32,1.3242,,,,
2026-06-21,AR,applovin,SnakeGo_A_Global_AdROASD7_120326,2,1.21,0.6062,,,,
2026-06-21,AU,applovin,SnakeGo_A_Global_AdROASD7_120326,2,1.05,0.5226,,,,
2026-06-21,DE,applovin,SnakeGo_A_Global_AdROASD7_120326,6,0.98,0.1628,,,,
2026-06-21,JP,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.98,0.3273,,,,
2026-06-21,GB,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,3,0.9,0.2985,,,,
2026-06-21,PT,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,3,0.87,0.2912,,,,
2026-06-21,FR,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,0.85,0.8524,,,,
2026-06-21,FI,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,1,0.82,0.8175,,,,
2026-06-21,IT,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,0.79,0.7941,,,,
2026-06-21,CO,google_ads,SnakeGo_A_Global_AdROAS_220126,6,0.76,0.1264,,,,
2026-06-21,SG,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,2,0.73,0.3656,,,,
2026-06-21,MX,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,3,0.72,0.2401,,,,
2026-06-21,AE,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.69,0.6883,,,,
2026-06-21,IT,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.62,0.623,,,,
2026-06-21,HU,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.61,0.3064,,,,
2026-06-21,GB,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.6,0.6028,,,,
2026-06-21,IN,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],17,0.59,0.0344,,,,
2026-06-21,MX,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.55,0.1821,,,,
2026-06-21,FR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.53,0.2667,,,,
2026-06-21,TW,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.52,0.5208,,,,
2026-06-21,TH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.49,0.2433,,,,
2026-06-21,AR,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.49,0.1647,,,,
2026-06-21,KR,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,0.48,0.4782,,,,
2026-06-21,TH,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,1,0.48,0.4799,,,,
2026-06-21,RS,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.48,0.4752,,,,
2026-06-21,NL,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.46,0.4551,,,,
2026-06-21,TR,google_ads,SnakeGo_A_Global_AdROAS_220126,6,0.46,0.0765,,,,
2026-06-21,CL,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.46,0.4566,,,,
2026-06-21,ID,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.45,0.1489,,,,
2026-06-21,TH,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.45,0.2232,,,,
2026-06-21,CA,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.45,0.2268,,,,
2026-06-21,MY,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,0.45,0.4539,,,,
2026-06-21,TR,unity_ads,SnakeGo_A_Tier3_AdROASD0_160626,3,0.43,0.1449,,,,
2026-06-21,AR,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,0.42,0.415,,,,
2026-06-21,ES,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,2,0.4,0.2025,,,,
2026-06-21,MA,applovin,SnakeGo_A_Global_AdROASD7_120326,3,0.38,0.1269,,,,
2026-06-21,PS,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.38,0.3841,,,,
2026-06-21,UA,google_ads,SnakeGo_A_Global_AdROAS_220126,5,0.34,0.0682,,,,
2026-06-21,BE,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.33,0.3308,,,,
2026-06-21,HU,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.32,0.3231,,,,
2026-06-21,DK,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,1,0.25,0.2485,,,,
2026-06-21,BE,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.25,0.2525,,,,
2026-06-21,BE,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,0.23,0.2307,,,,
2026-06-21,VN,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.23,0.0777,,,,
2026-06-21,GB,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,0.22,0.2216,,,,
2026-06-21,AT,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.22,0.2204,,,,
2026-06-21,CZ,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.21,0.2055,,,,
2026-06-21,NO,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.2,0.2048,,,,
2026-06-21,GT,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.19,0.1889,,,,
2026-06-21,SE,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,0.19,0.1877,,,,
2026-06-21,MY,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.19,0.1945,,,,
2026-06-21,UA,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.18,0.1844,,,,
2026-06-21,MX,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.17,0.1655,,,,
2026-06-21,HR,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.15,0.0729,,,,
2026-06-21,NL,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,0.13,0.1272,,,,
2026-06-21,ID,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.13,0.1334,,,,
2026-06-21,RO,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.13,0.1334,,,,
2026-06-21,RU,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,0.12,0.1233,,,,
2026-06-21,KZ,google_ads,SnakeGo_A_Global_AdROAS_220126,4,0.12,0.0291,,,,
2026-06-21,MD,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.11,0.1055,,,,
2026-06-21,CZ,unity_ads,SnakeGo_A_Tier2_AdROASD0_160626,1,0.1,0.1006,,,,
2026-06-21,BY,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.1,0.0335,,,,
2026-06-21,JO,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.1,0.104,,,,
2026-06-21,UZ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.08,0.0386,,,,
2026-06-21,SY,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.08,0.0765,,,,
2026-06-21,TR,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.07,0.0349,,,,
2026-06-21,SK,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.07,0.0654,,,,
2026-06-21,VE,applovin,SnakeGo_A_Global_AdROASD7_120326,3,0.06,0.0206,,,,
2026-06-21,AZ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.06,0.0318,,,,
2026-06-21,EG,google_ads,SnakeGo_A_Global_AdROAS_220126,9,0.06,0.0067,,,,
2026-06-21,MD,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.06,0.0596,,,,
2026-06-21,GE,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.06,0.0616,,,,
2026-06-21,PH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.05,0.0253,,,,
2026-06-21,PK,google_ads,SnakeGo_A_Global_AdROAS_160626_[MAX],1,0.05,0.0468,,,,
2026-06-21,SR,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.04,0.0374,,,,
2026-06-21,PR,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.04,0.0384,,,,
2026-06-21,VE,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.04,0.0418,,,,
2026-06-21,GH,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.04,0.0434,,,,
2026-06-21,IN,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.03,0.0255,,,,
2026-06-21,KG,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.03,0.025,,,,
2026-06-21,JO,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.03,0.009,,,,
2026-06-21,LA,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.02,0.011,,,,
2026-06-21,KH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.02,0.0106,,,,
2026-06-21,NP,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.01,0.0127,,,,
2026-06-21,LV,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.01,0.008,,,,
2026-06-21,IQ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.01,0.0039,,,,
2026-06-21,PS,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.01,0.0079,,,,
2026-06-21,PE,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.01,0.0139,,,,
2026-06-21,BR,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,3,0,0,,,,
2026-06-21,IR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0,0,,,,
2026-06-21,BH,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0,0,,,,
2026-06-21,PT,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0,0,,,,
2026-06-21,JP,unity_ads,SnakeGo_A_Tier1_AdROASD28_170626,1,0,0,,,,
2026-06-21,RS,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0,0,,,,
2026-06-21,PK,(organic),(organic),0,0,,,,,
2026-06-21,KZ,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0,0,,,,
2026-06-21,FR,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,1,0,0,,,,
2026-06-21,EC,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0,0,,,,
2026-06-21,DE,unity_ads,SnakeGo_A_Tier1_AdROASD0_160626,1,0,0,,,,
2026-06-21,FR,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0,0,,,,
2026-06-21,SV,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0,0,,,,
2026-06-21,GB,(organic),(organic),1,,,,,,
2026-06-21,ID,(organic),(organic),4,,,,,,
2026-06-21,US,(organic),(organic),3,,,,,,
2026-06-21,UZ,(organic),(organic),1,,,,,,
2026-06-21,VN,organic,(organic),1,,,,,,
2026-06-21,EG,(organic),(organic),3,,,,,,
2026-06-21,(not set),(organic),(organic),3,,,,,,
2026-06-21,CL,organic,(organic),1,,,,,,
2026-06-21,DE,(organic),(organic),1,,,,,,
2026-06-21,IQ,organic,(organic),1,,,,,,
2026-06-21,PT,(organic),(organic),1,,,,,,
2026-06-21,ID,organic,(organic),1,,,,,,
2026-06-21,US,organic,(organic),1,,,,,,
2026-06-21,IQ,(organic),(organic),2,,,,,,
2026-06-21,IT,(organic),(organic),1,,,,,,
2026-06-21,IR,(organic),(organic),1,,,,,,
2026-06-21,IN,organic,(organic),6,,,,,,
2026-06-21,RU,organic,(organic),2,,,,,,
2026-06-21,PK,organic,(organic),5,,,,,,
2026-06-21,IN,(organic),(organic),39,,,,,,
2026-06-21,BR,organic,(organic),3,,,,,,
2026-06-21,UZ,organic,(organic),2,,,,,,
