install_date,country_code,media_source,campaign_name,total_cohort_users,cohort_ad_spend,avg_cpi,retention_r1,retention_r3,retention_r7,retention_r14,retention_r30,sumR3,sumR7,sumR14,sumR30,ltv_d0,ltv_d1,ltv_d3,ltv_d7,ltv_d14,ltv_d30,roas_d0,roas_d1,roas_d3,roas_d7,roas_d14,roas_d30
2026-06-12,KR,unity_ads,SnakeGo_A_Tier1_AdROASD7_120326,2,1.0555,0.5278,0,0,0,,,0,0,,,0.0503,0.0503,0.0503,0.0503,,,0.0953,0.0953,0.0953,0.0953,,
2026-06-12,KZ,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,LT,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.1761,0.1761,0,0,0,,,0,0,,,0.0258,0.0258,0.0258,0.0258,,,0.1467,0.1467,0.1467,0.1467,,
2026-06-12,LU,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0958,0.0958,0,0,0,,,0,0,,,0.0305,0.0305,0.0305,0.0305,,,0.3189,0.3189,0.3189,0.3189,,
2026-06-12,MA,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0071,0.0071,0,0,0,,,0,0,,,0.0102,0.0102,0.0102,0.0102,,,1.4395,1.4395,1.4395,1.4395,,
2026-06-12,MA,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0182,0.0182,0,0,0,,,0,0,,,0.0022,0.0022,0.0022,0.0022,,,0.1188,0.1188,0.1188,0.1188,,
2026-06-12,MM,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,MM,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0099,0.0099,1,0,0,,,2,2,,,0,0,0,0,,,0,0,0,0,,
2026-06-12,MX,(organic),(organic),2,,,0,0,0,,,0,0,,,0.0499,0.0499,0.0499,0.0499,,,,,,,,
2026-06-12,MX,applovin,SnakeGo_A_Global_AdROASD7_120326,5,4.4699,0.894,0.2,0,0,,,0.4,0.8,,,0.4606,0.5023,0.5141,0.5381,,,0.5153,0.5619,0.5751,0.6019,,
2026-06-12,MX,google_ads,SnakeGo_A_Global_AdROAS_220126,6,1.058925,0.1765,0.5,0.3333,0.1667,,,1,1.6667,,,0.0546,0.1031,0.1084,0.1332,,,0.3091,0.5842,0.6142,0.7546,,
2026-06-12,MX,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,2.5136,2.5136,1,0,0,,,2,2,,,0.4392,1.1243,1.6843,1.6843,,,0.1747,0.4473,0.6701,0.6701,,
2026-06-12,MY,applovin,SnakeGo_A_Global_AdROASD7_120326,3,2.0022,0.6674,0.3333,0,0.3333,,,1,1.6667,,,0.2807,0.2935,0.2956,0.2973,,,0.4205,0.4397,0.4429,0.4455,,
2026-06-12,MY,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.1163,0.1163,1,1,1,,,2,6,,,0.0758,0.7367,0.7744,1.2645,,,0.652,6.3344,6.6589,10.8729,,
2026-06-12,NI,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0334,0.0334,0,0,0,,,0,0,,,0.0022,0.0022,0.0022,0.0022,,,0.0664,0.0664,0.0664,0.0664,,
2026-06-12,NL,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,NL,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.5437,0.2719,0,0,0,,,0,0,,,0.025,0.025,0.025,0.025,,,0.0919,0.0919,0.0919,0.0919,,
2026-06-12,NL,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.644499999,0.2148,0,0,0,,,0,0,,,0.0239,0.0239,0.0239,0.0239,,,0.1112,0.1112,0.1112,0.1112,,
2026-06-12,NZ,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.6039,0.6039,0,0,0,,,0,0,,,0.0032,0.0032,0.0032,0.0032,,,0.0053,0.0053,0.0053,0.0053,,
2026-06-12,OM,organic,(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,PH,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.5862,0.5862,0,0,1,,,1,4,,,0.4373,0.4373,0.5583,0.8049,,,0.746,0.746,0.9523,1.3731,,
2026-06-12,PH,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0614,0.0614,1,0,0,,,1,3,,,0.0093,0.0093,0.0093,0.0093,,,0.1521,0.1521,0.1521,0.1521,,
2026-06-12,PH,organic,(organic),1,,,0,0,0,,,0,0,,,0.0002,0.0002,0.0002,0.0002,,,,,,,,
2026-06-12,PK,(organic),(organic),2,,,0,0,0,,,0.5,0.5,,,0.4231,0.4231,0.4231,0.4231,,,,,,,,
2026-06-12,PK,applovin,SnakeGo_A_Global_AdROASD7_120326,4,7.05136,1.7628,0.75,0,0,,,1.25,1.5,,,0.006,0.0102,0.0132,0.0136,,,0.0034,0.0058,0.0075,0.0077,,
2026-06-12,PK,organic,(organic),2,,,0.5,0.5,0.5,,,1.5,3,,,0.0115,0.0222,0.0394,0.0484,,,,,,,,
2026-06-12,PL,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,PL,google_ads,SnakeGo_A_Global_AdROAS_220126,4,0.48288,0.1207,0.5,0.5,0.5,,,1.5,3.25,,,0.1104,0.1438,0.1701,0.2115,,,0.9146,1.1912,1.4086,1.7516,,
2026-06-12,PR,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0359,0.0359,0,1,0,,,1,1,,,0.0981,0.0981,0.1332,0.1332,,,2.7319,2.7319,3.711,3.711,,
2026-06-12,PT,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.2418,0.2418,0,0,0,,,0,0,,,0.0001,0.0001,0.0001,0.0001,,,0.0002,0.0002,0.0002,0.0002,,
2026-06-12,PT,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.4649,0.2325,0.5,0.5,0,,,1.5,2.5,,,0.0249,0.0251,0.0401,0.056,,,0.1073,0.1078,0.1727,0.241,,
2026-06-12,RO,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0218,0.0218,0,0,0,,,0,0,,,0.0237,0.0237,0.0237,0.0237,,,1.088,1.088,1.088,1.088,,
2026-06-12,RO,google_ads,SnakeGo_A_Global_AdROAS_220126,4,0.7984,0.1996,0.25,0,0.25,,,0.5,0.75,,,0.071,0.0726,0.076,0.0763,,,0.3555,0.3639,0.381,0.3822,,
2026-06-12,RO,organic,(organic),1,,,0,0,0,,,0,1,,,0.0004,0.0004,0.0004,0.014,,,,,,,,
2026-06-12,RS,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.1869,0.1869,1,0,0,,,1,3,,,0.0003,0.1077,0.1077,0.1472,,,0.0017,0.5765,0.5765,0.7878,,
2026-06-12,RU,(organic),(organic),2,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,RU,applovin,SnakeGo_A_Global_AdROASD7_120326,8,3.32088,0.4151,0.625,0,0.125,,,1,1.125,,,0.1328,0.3592,0.4297,0.467,,,0.3199,0.8653,1.0351,1.125,,
2026-06-12,RU,organic,(organic),5,0,0,0.6,0.2,0,,,1,1,,,0.0211,0.03,0.0335,0.0335,,,,,,,,
2026-06-12,RU,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,0.2742,0.2742,0,0,0,,,0,0,,,0.1546,0.1546,0.1546,0.1546,,,0.5638,0.5638,0.5638,0.5638,,
2026-06-12,SA,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.1065,0.1065,0,0,0,,,0,0,,,0.0001,0.0001,0.0001,0.0001,,,0.0005,0.0005,0.0005,0.0005,,
2026-06-12,SE,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,SG,applovin,SnakeGo_A_Global_AdROASD7_120326,3,4.032,1.344,0.3333,0,0,,,0.3333,0.3333,,,1.5186,2.2258,2.2258,2.2258,,,1.1299,1.6561,1.6561,1.6561,,
2026-06-12,SG,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.8044,0.8044,0,0,1,,,1,3,,,0.0513,0.0513,0.0647,0.155,,,0.0637,0.0637,0.0804,0.1927,,
2026-06-12,SI,applovin,SnakeGo_A_Global_AdROASD7_120326,1,3.5495,3.5495,0,0,0,,,0,0,,,2.1037,2.1037,2.1037,2.1037,,,0.5927,0.5927,0.5927,0.5927,,
2026-06-12,SK,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.2892,0.2892,1,0,0,,,2,2,,,0.1901,0.3164,0.3652,0.3652,,,0.6574,1.0941,1.2627,1.2627,,
2026-06-12,SV,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.052,0.052,1,1,1,,,3,6,,,0.0823,0.1031,0.1738,0.3378,,,1.5828,1.9832,3.3425,6.4959,,
2026-06-12,TH,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.4361,0.2181,0,0,0,,,0,0,,,0.0267,0.0267,0.0267,0.0267,,,0.1226,0.1226,0.1226,0.1226,,
2026-06-12,TR,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,TR,applovin,SnakeGo_A_Global_AdROASD7_120326,3,0.343425,0.1145,1,0,0,,,1.3333,1.3333,,,0.0711,0.1399,0.149,0.149,,,0.6214,1.2219,1.3015,1.3015,,
2026-06-12,TR,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.40695,0.1357,0.3333,0,0,,,0.6667,0.6667,,,0.0575,0.1293,0.131,0.131,,,0.4239,0.9534,0.9659,0.9659,,
2026-06-12,TR,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,0.0174,0.0174,1,0,0,,,1,1,,,0.0047,0.0115,0.0115,0.0115,,,0.2692,0.6597,0.6597,0.6597,,
2026-06-12,TW,applovin,SnakeGo_A_Global_AdROASD7_120326,3,1.4259,0.4753,0.3333,0,0,,,0.3333,0.3333,,,0.2639,0.2719,0.2719,0.2719,,,0.5552,0.572,0.572,0.572,,
2026-06-12,TW,organic,(organic),1,,,0,0,0,,,0,0,,,0.0005,0.0005,0.0005,0.0005,,,,,,,,
2026-06-12,UA,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,UA,google_ads,SnakeGo_A_Global_AdROAS_220126,4,0.4172,0.1043,1,0.25,0.5,,,1.5,2.75,,,0.0333,0.0577,0.0639,0.075,,,0.3193,0.5535,0.6124,0.7192,,
2026-06-12,US,(organic),(organic),4,,,0,0,0,,,0,0,,,0.0482,0.0482,0.0482,0.0482,,,,,,,,
2026-06-12,US,applovin,SnakeGo_A_Global_AdROASD7_120326,10,32.386,3.2386,0.2,0.1,0.2,,,0.3,0.8,,,1.0705,1.152,1.1564,1.2593,,,0.3305,0.3557,0.3571,0.3888,,
2026-06-12,US,google_ads,SnakeGo_A_Global_AdROAS_220126,4,12.6154,3.1539,0.25,0.25,0.25,,,0.5,1.25,,,0.298,0.6948,0.7463,0.9,,,0.0945,0.2203,0.2366,0.2854,,
2026-06-12,US,organic,(organic),1,,,0,0,0,,,0,0,,,0.9988,0.9988,0.9988,0.9988,,,,,,,,
2026-06-12,US,unity_ads,SnakeGo_A_US_AdROASD7_270326,3,5.894499999,1.9648,0.3333,0.3333,0,,,0.6667,0.6667,,,0.2755,0.3286,0.3635,0.3635,,,0.1402,0.1672,0.185,0.185,,
2026-06-12,UY,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0,0,0,0,0,,,0,0,,,0.0096,0.0096,0.0096,0.0096,,,,,,,,
2026-06-12,UZ,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-12,UZ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.0699,0.035,1,0.5,0.5,,,2,4,,,0.0005,0.0014,0.0483,0.0572,,,0.0152,0.0414,1.3806,1.6379,,
2026-06-12,VE,applovin,SnakeGo_A_Global_AdROASD7_120326,5,0.5575,0.1115,0.2,0.2,0.6,,,0.8,2.6,,,0.0244,0.0274,0.0359,0.0436,,,0.2184,0.246,0.3216,0.3911,,
2026-06-12,VE,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.0294,0.0147,1,1,0.5,,,3,5.5,,,0.0191,0.0362,0.0486,0.099,,,1.2991,2.4625,3.3059,6.7374,,
2026-06-12,VN,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.1788,0.0894,0,0,0,,,0,0,,,0.02,0.02,0.02,0.02,,,0.2239,0.2239,0.2239,0.2239,,
2026-06-12,VN,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.2921,0.1461,0.5,0,0,,,0.5,0.5,,,0.1877,0.2262,0.2262,0.2262,,,1.2854,1.5485,1.5485,1.5485,,
2026-06-12,VN,organic,(organic),1,,,0,0,0,,,0,0,,,0.0006,0.0006,0.0006,0.0006,,,,,,,,
2026-06-12,ZA,(organic),(organic),1,,,1,0,1,,,2,4,,,0,0,0,0,,,,,,,,
2026-06-12,ZA,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.6145,0.3073,0,0,0,,,0.5,0.5,,,0.0202,0.0202,0.0202,0.0202,,,0.0656,0.0656,0.0657,0.0657,,
2026-06-11,(not set),google_ads,SnakeGo_A_Global_AdROAS_220126,1,0,0,0,0,0,,,0,0,,,0.0023,0.0023,0.0023,0.0023,,,,,,,,
2026-06-11,AM,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0186,0.0186,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,,
2026-06-11,AR,(organic),(organic),1,,,0,0,0,,,0,0,,,0.001,0.001,0.001,0.001,,,,,,,,
2026-06-11,AR,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.2785,0.2785,1,0,1,,,2,3,,,0.1732,0.3235,0.354,0.4211,,,0.6217,1.1616,1.271,1.512,,
2026-06-11,AR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.1806,0.0903,0.5,0,0,,,1,1.5,,,0.0837,0.1047,0.109,0.118,,,0.9264,1.1591,1.2066,1.3071,,
2026-06-11,AR,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,1,0.0551,0.0551,1,0,0,,,1,1,,,0.0107,0.0113,0.0113,0.0113,,,0.195,0.2055,0.2055,0.2055,,
2026-06-11,AT,applovin,SnakeGo_A_Global_AdROASD7_120326,2,1.1788,0.5894,1,0,0,,,1.5,1.5,,,0.1311,0.1487,0.1487,0.1487,,,0.2225,0.2523,0.2523,0.2523,,
2026-06-11,AT,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.10835,0.1084,0,0,0,,,0,0,,,0.048,0.048,0.048,0.048,,,0.4429,0.4429,0.4429,0.4429,,
2026-06-11,AU,(organic),(organic),1,,,1,0,0,,,1,1,,,0,0,0,0,,,,,,,,
2026-06-11,AZ,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.1322,0.1322,1,0,0,,,1,1,,,0.0644,0.07,0.07,0.07,,,0.4868,0.5298,0.5298,0.5298,,
2026-06-11,BA,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.3809,0.3809,0,1,0,,,2,3,,,0.0328,0.0328,0.073,0.073,,,0.0862,0.0862,0.1916,0.1916,,
2026-06-11,BD,google_ads,SnakeGo_A_Global_AdROAS_070526_[MAX],1,0,0,0,0,0,,,0,0,,,0.0024,0.0024,0.0024,0.0024,,,,,,,,
2026-06-11,BE,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.421,0.421,0,0,0,,,0,0,,,0.1028,0.1028,0.1028,0.1028,,,0.2442,0.2442,0.2442,0.2442,,
2026-06-11,BE,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.2929,0.1465,0,0,0,,,0,0,,,0.0372,0.0372,0.0372,0.0372,,,0.2538,0.2538,0.2538,0.2538,,
2026-06-11,BR,google_ads,SnakeGo_A_Global_AdROAS_220126,25,7.70243076,0.3081,0.36,0.12,0.08,,,0.68,1.08,,,0.1413,0.1887,0.2096,0.2303,,,0.4585,0.6125,0.6804,0.7475,,
2026-06-11,BR,organic,(organic),2,,,0.5,0,0,,,0.5,0.5,,,0.0428,0.0474,0.0474,0.0474,,,,,,,,
2026-06-11,BR,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,7,1.7101,0.2443,0.5714,0.4286,0.2857,,,1.7143,2.8571,,,0.1364,0.1798,0.2445,0.3311,,,0.5584,0.7362,1.001,1.3554,,
2026-06-11,CA,applovin,SnakeGo_A_Global_AdROASD7_120326,1,3.9464,3.9464,0,0,0,,,0,1,,,6.4442,6.4442,6.4442,7.2621,,,1.6329,1.6329,1.6329,1.8402,,
2026-06-11,CA,google_ads,SnakeGo_A_Global_AdROAS_220126,1,1.5608,1.5608,0,0,0,,,0,0,,,2.1691,2.1691,2.1691,2.1691,,,1.3898,1.3898,1.3898,1.3898,,
2026-06-11,CH,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.258,0.258,1,1,0,,,3,3,,,0.4261,0.6333,1.2932,1.2932,,,1.6515,2.4547,5.0125,5.0125,,
2026-06-11,CL,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.7207,0.7207,0,0,0,,,0,0,,,0.1047,0.1047,0.1047,0.1047,,,0.1453,0.1453,0.1453,0.1453,,
2026-06-11,CL,google_ads,SnakeGo_A_Global_AdROAS_220126,4,1.32,0.33,0.75,0.25,0.5,,,1.5,3.25,,,0.1986,0.2662,0.3264,0.4029,,,0.6017,0.8066,0.9891,1.221,,
2026-06-11,CL,organic,(organic),1,,,0,0,0,,,0,0,,,0.0106,0.0106,0.0106,0.0106,,,,,,,,
2026-06-11,CL,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,3,0.630399999,0.2101,1,0,0.3333,,,1,1.6667,,,0.1133,0.2516,0.2516,0.2813,,,0.5394,1.1974,1.1974,1.3387,,
2026-06-11,CO,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-11,CO,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.5594,0.5594,1,0,0,,,2,2,,,0.6091,0.8252,1.0139,1.0139,,,1.0888,1.4751,1.8125,1.8125,,
2026-06-11,CO,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.2256,0.2256,0,0,0,,,0,0,,,0.0001,0.0001,0.0001,0.0001,,,0.0004,0.0004,0.0004,0.0004,,
2026-06-11,CY,(organic),(organic),1,,,0,0,0,,,0,0,,,0,0,0,0,,,,,,,,
2026-06-11,CY,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.1187,0.1187,1,0,0,,,2,2,,,0.114,0.1679,0.1685,0.1685,,,0.9601,1.4148,1.4191,1.4191,,
2026-06-11,CZ,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.2757,0.1379,0.5,0,0,,,0.5,0.5,,,0.0412,0.0412,0.0412,0.0412,,,0.2986,0.2986,0.2986,0.2986,,
2026-06-11,CZ,organic,(organic),1,,,0,0,0,,,0,0,,,0.0002,0.0002,0.0002,0.0002,,,,,,,,
2026-06-11,DE,(organic),(organic),1,,,1,1,0,,,3,4,,,0,0.005,0.0761,0.1774,,,,,,,,
2026-06-11,DE,applovin,SnakeGo_A_Global_AdROASD7_120326,16,16.5399,1.0337,0.625,0.0625,0.0625,,,0.9375,1.1875,,,0.3866,0.4839,0.5069,0.5196,,,0.374,0.4681,0.4903,0.5027,,
2026-06-11,DE,google_ads,SnakeGo_A_Global_AdROAS_220126,9,3.119100003,0.3466,0.3333,0.3333,0.4444,,,1,2.2222,,,0.0774,0.0963,0.168,0.3033,,,0.2235,0.2778,0.4847,0.8751,,
2026-06-11,DE,unity_ads,SnakeGo_A_Tier1_AdROASD7_120326,2,0.9009,0.4505,0.5,0.5,0.5,,,1.5,3.5,,,0.1491,0.2356,0.3225,0.434,,,0.3311,0.5231,0.7159,0.9636,,
2026-06-11,DO,(organic),(organic),1,,,1,1,0,,,2,4,,,0,0,0.0145,0.0294,,,,,,,,
2026-06-11,DZ,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0249,0.0249,0,0,0,,,0,0,,,0.0152,0.0152,0.0152,0.0152,,,0.6109,0.6109,0.6109,0.6109,,
2026-06-11,DZ,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0099,0.0099,1,1,1,,,3,5,,,0.0014,0.0038,0.0085,0.0108,,,0.1426,0.386,0.8566,1.09,,
2026-06-11,EC,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0198,0.0198,0,0,0,,,0,0,,,0.0009,0.0009,0.0009,0.0009,,,0.0435,0.0435,0.0435,0.0435,,
2026-06-11,EG,(organic),(organic),1,,,0,1,0,,,1,2,,,0,0,0,0,,,,,,,,
2026-06-11,EG,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0624,0.0624,1,0,0,,,1,1,,,0.09,0.0969,0.0969,0.0969,,,1.4416,1.553,1.553,1.553,,
2026-06-11,EG,google_ads,SnakeGo_A_Global_AdROAS_220126,7,0.116300002,0.0166,0.5714,0.4286,0.1429,,,1.5714,2.8571,,,0.0265,0.042,0.0689,0.087,,,1.5926,2.5308,4.147,5.2358,,
2026-06-11,EG,organic,(organic),2,,,0.5,0,0,,,0.5,1,,,0.0014,0.0017,0.0017,0.0018,,,,,,,,
2026-06-11,ES,applovin,SnakeGo_A_Global_AdROASD7_120326,5,2.1626,0.4325,0.4,0.2,0,,,0.6,0.8,,,0.0812,0.1172,0.1181,0.1205,,,0.1877,0.2709,0.273,0.2786,,
2026-06-11,ES,google_ads,SnakeGo_A_Global_AdROAS_220126,8,1.0364,0.1296,0,0,0.125,,,0.125,0.375,,,0.0402,0.0402,0.0402,0.0432,,,0.3107,0.3107,0.3107,0.3336,,
2026-06-11,ES,organic,(organic),1,,,0,0,0,,,0,0,,,0.0018,0.0018,0.0018,0.0018,,,,,,,,
2026-06-11,FI,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.1353,0.1353,0,0,0,,,0,0,,,0.0022,0.0022,0.0022,0.0022,,,0.0162,0.0162,0.0162,0.0162,,
2026-06-11,FR,applovin,SnakeGo_A_Global_AdROASD7_120326,5,6.7456,1.3491,0.4,0,0.2,,,0.6,1,,,0.2339,0.5727,0.6179,0.7634,,,0.1733,0.4245,0.458,0.5658,,
2026-06-11,FR,google_ads,SnakeGo_A_Global_AdROAS_220126,3,0.79265,0.2642,0.3333,0.3333,0.3333,,,1.3333,2,,,0.0276,0.0785,0.1008,0.1163,,,0.1044,0.2969,0.3815,0.4401,,
2026-06-11,FR,unity_ads,SnakeGo_A_Tier1_AdROASD7_120326,1,0.0768,0.0768,1,1,0,,,3,3,,,0.0493,0.0955,0.1457,0.1457,,,0.6416,1.2434,1.8972,1.8972,,
2026-06-11,GB,applovin,SnakeGo_A_Global_AdROASD7_120326,4,14.855,3.7138,0.25,0,0,,,0.5,0.75,,,0.3971,0.4048,0.4901,0.5149,,,0.1069,0.109,0.132,0.1386,,
2026-06-11,GB,google_ads,SnakeGo_A_Global_AdROAS_220126,3,2.646099999,0.882,0,0.3333,0,,,1,2.3333,,,0.0408,0.0408,0.0496,0.0614,,,0.0463,0.0463,0.0563,0.0696,,
2026-06-11,GB,organic,(organic),1,,,1,1,1,,,3,7,,,0.15,0.185,0.2095,0.2897,,,,,,,,
2026-06-11,GB,unity_ads,SnakeGo_A_Tier1_AdROASD7_120326,1,1.6785,1.6785,0,0,0,,,0,0,,,0.6188,0.6188,0.6188,0.6188,,,0.3687,0.3687,0.3687,0.3687,,
2026-06-11,GE,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0751,0.0751,1,0,0,,,1,1,,,0.0079,0.0478,0.0478,0.0478,,,0.105,0.636,0.636,0.636,,
2026-06-11,GR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0.1692,0.0846,0.5,0,0,,,0.5,0.5,,,0.0006,0.0009,0.0009,0.0009,,,0.0073,0.0107,0.0107,0.0107,,
2026-06-11,HK,google_ads,SnakeGo_A_Global_AdROAS_220126,1,1.0302,1.0302,0,0,0,,,0,0,,,0.1349,0.1349,0.1349,0.1349,,,0.131,0.131,0.131,0.131,,
2026-06-11,HN,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0,0,0,0,0,,,0,0,,,0.0001,0.0001,0.0001,0.0001,,,,,,,,
2026-06-11,HR,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.2068,0.2068,0,1,0,,,2,3,,,0.108,0.108,0.2355,0.3613,,,0.5223,0.5223,1.1387,1.747,,
2026-06-11,HR,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.0916,0.0916,0,0,0,,,0,0,,,0.0044,0.0044,0.0044,0.0044,,,0.0482,0.0482,0.0482,0.0482,,
2026-06-11,HU,applovin,SnakeGo_A_Global_AdROASD7_120326,2,0.8041,0.4021,0.5,0.5,0.5,,,1,2,,,0.2219,0.2456,0.2495,0.298,,,0.5518,0.6109,0.6206,0.7412,,
2026-06-11,HU,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.1316,0.1316,0,1,0,,,2,2,,,0.153,0.153,0.3217,0.3217,,,1.1627,1.1627,2.4443,2.4443,,
2026-06-11,ID,(organic),(organic),2,,,0.5,0,0,,,1,1,,,0.004,0.004,0.004,0.004,,,,,,,,
2026-06-11,ID,google_ads,SnakeGo_A_Global_AdROAS_220126,1,0.2007,0.2007,1,0,0,,,1,1,,,0.0068,0.0478,0.0478,0.0478,,,0.0339,0.2382,0.2382,0.2382,,
2026-06-11,ID,organic,(organic),2,,,0,0,0,,,0,0,,,0.0001,0.0001,0.0001,0.0001,,,,,,,,
2026-06-11,ID,unity_ads,SnakeGo_A_Tier3_AdROASD7_120326,2,0.7793,0.3897,0,0,0,,,0,0,,,0.0142,0.0142,0.0142,0.0142,,,0.0365,0.0365,0.0365,0.0365,,
2026-06-11,IE,applovin,SnakeGo_A_Global_AdROASD7_120326,1,1.24595,1.246,0,0,0,,,0,0,,,1.3011,1.3011,1.3011,1.3011,,,1.0443,1.0443,1.0443,1.0443,,
2026-06-11,IL,applovin,SnakeGo_A_Global_AdROASD7_120326,3,1.139900001,0.38,0,0,0,,,0,0,,,0.3883,0.3883,0.3883,0.3883,,,1.022,1.022,1.022,1.022,,
2026-06-11,IN,(organic),(organic),46,0,0,0.1739,0.087,0.0652,,,0.3261,0.5435,,,0.0001,0.0002,0.0004,0.0005,,,,,,,,
2026-06-11,IN,applovin,SnakeGo_A_Global_AdROASD7_120326,1,0.0044,0.0044,0,0,0,,,0,0,,,0.0014,0.0014,0.0014,0.0014,,,0.3254,0.3254,0.3254,0.3254,,
2026-06-11,IN,organic,(organic),13,,,0.4615,0.0769,0.1538,,,0.7692,1.1538,,,0.0006,0.001,0.0011,0.0018,,,,,,,,
2026-06-11,IN,unity_ads,SnakeGo_A_IN_CreativeTesting_170326,208,8.996405184,0.0433,0.3269,0.1923,0.0865,,,0.7163,1.0769,,,0.0004,0.0006,0.0009,0.001,,,0.0096,0.0143,0.0213,0.0234,,
2026-06-11,IQ,(organic),(organic),2,,,0,0,0,,,0.5,2,,,0,0,0.0051,0.0135,,,,,,,,
2026-06-11,IQ,google_ads,SnakeGo_A_Global_AdROAS_220126,9,0.14346,0.0159,0.2222,0.2222,0.1111,,,0.4444,0.7778,,,0.0087,0.0087,0.009,0.0092,,,0.5449,0.5449,0.5655,0.5746,,
2026-06-11,IQ,organic,(organic),3,,,0.3333,0.3333,0,,,1,1,,,0.0001,0.0012,0.0016,0.0016,,,,,,,,
2026-06-11,IR,google_ads,SnakeGo_A_Global_AdROAS_220126,2,0,0,0.5,0,0,,,1,2.5,,,0,0,0,0,,,,,,,,
